study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score,exam_score
1,54,5,4,9,38,67.83
4,84,9,4,0,62,71.95
2,63,8,9,11,91,82.44
5,71,7,4,12,46,100.0
6,66,9,4,2,64,81.57
10,93,7,11,3,53,97.9
6,59,4,2,15,40,92.8
10,60,4,5,13,89,100.0
4,50,6,6,19,75,94.95
4,77,7,7,6,82,83.07
10,61,7,11,17,69,98.67
8,91,6,11,13,81,100.0
1,53,4,7,14,75,60.94
8,57,7,6,19,39,100.0
8,85,5,6,7,95,100.0
1,88,9,5,8,56,76.39
11,60,9,1,15,92,100.0
1,97,8,8,1,67,60.42
9,91,6,1,18,41,100.0
10,64,7,11,14,57,100.0
2,60,5,3,12,36,51.67
9,40,5,11,11,73,83.62
9,89,4,7,8,36,85.96
6,56,9,1,5,78,95.26
5,46,9,10,16,78,100.0
3,89,9,7,2,81,95.97
11,49,4,3,3,44,64.73
8,67,9,6,2,86,87.05
8,68,6,4,19,45,92.1
10,69,5,9,9,38,89.59
2,42,6,9,15,73,92.79
1,85,8,9,7,58,76.29
2,90,4,5,5,36,64.3
1,93,5,4,16,62,83.77
9,82,8,9,7,92,92.83
10,61,8,3,12,37,100.0
9,86,7,6,2,77,100.0
4,74,7,4,8,71,96.08
10,69,8,4,13,36,100.0
9,69,4,4,10,58,100.0
8,61,9,9,13,62,100.0
8,76,6,7,8,95,100.0
7,71,7,3,19,74,89.95
8,67,7,8,10,72,100.0
2,54,7,7,0,70,63.45
7,56,7,3,2,42,94.36
2,85,6,11,0,57,45.33
11,43,5,3,13,89,100.0
4,45,8,9,17,51,84.89
7,55,7,6,1,37,70.75
5,50,7,4,7,74,92.42
5,61,4,4,0,90,77.29
11,76,8,1,0,80,100.0
9,80,8,1,6,61,89.51
11,97,7,4,12,65,100.0
4,89,4,5,9,59,82.65
1,41,6,9,7,71,52.08
1,62,4,2,11,80,64.37
10,74,7,10,17,70,100.0
6,70,7,11,11,94,100.0
7,99,9,6,11,47,100.0
3,59,7,3,20,68,93.58
3,45,7,8,11,87,85.18
5,78,6,5,4,64,66.81
7,55,6,2,3,92,88.44
6,100,7,8,7,50,95.45
1,64,8,5,5,37,39.79
9,46,4,3,16,83,100.0
6,86,8,4,11,79,100.0
10,53,8,7,0,83,100.0
3,91,5,4,17,83,100.0
6,46,7,4,3,40,76.93
9,51,9,8,19,70,100.0
2,47,7,2,9,40,59.55
3,56,6,4,13,66,85.6
2,63,8,2,15,50,94.96
4,90,7,8,11,64,85.38
1,48,9,8,13,91,78.49
4,68,7,1,1,77,82.43
9,89,9,5,8,71,100.0
6,72,8,3,8,57,100.0
8,65,4,1,11,75,100.0
2,88,8,5,17,51,71.7
2,66,9,11,19,92,100.0
5,85,7,8,1,82,98.07
1,76,8,3,15,36,82.45
5,41,5,7,18,55,92.92
3,41,9,4,17,69,98.3
9,48,9,10,13,55,95.78
2,93,7,7,3,52,69.82
5,70,9,9,11,74,89.22
8,79,6,2,8,57,91.04
7,93,8,3,2,63,100.0
9,68,6,6,19,39,100.0
7,99,8,10,15,62,100.0
5,63,9,6,13,36,68.37
9,96,5,11,20,92,100.0
9,52,5,6,11,48,88.21
2,76,8,5,1,47,64.05
7,47,5,7,0,46,66.78
6,82,4,11,9,83,100.0
9,43,5,10,18,66,100.0
7,98,6,2,13,50,100.0
4,45,9,8,1,49,51.31
11,99,5,4,12,66,100.0
9,63,8,2,13,83,100.0
6,80,6,1,17,68,100.0
7,88,4,9,7,64,99.49
2,70,6,11,16,52,78.96
1,90,8,11,15,65,72.46
11,50,9,3,12,45,100.0
4,100,6,8,15,44,100.0
6,89,7,4,17,47,100.0
10,93,5,10,8,50,100.0
11,65,9,9,15,83,100.0
3,42,4,3,19,38,74.63
3,43,9,7,5,73,77.6
1,46,8,10,1,56,56.56
3,97,7,6,8,94,91.42
4,55,5,3,3,35,51.47
5,80,4,9,15,57,84.39
4,48,4,4,4,51,57.78
3,94,5,11,8,35,65.9
8,84,8,11,7,53,91.35
8,72,9,7,0,65,79.93
5,99,5,6,0,63,84.23
7,70,7,5,20,58,100.0
2,95,9,5,0,59,71.92
3,73,8,2,1,86,100.0
5,76,9,11,20,65,96.24
9,92,7,7,19,78,100.0
8,77,5,4,8,53,85.61
8,67,7,10,4,47,79.34
5,66,9,4,13,87,100.0
5,93,4,2,17,56,100.0
7,84,9,7,8,90,100.0
9,99,7,7,19,38,96.65
8,99,6,9,3,76,100.0
4,58,7,10,20,43,73.04
8,41,6,4,11,52,85.05
2,77,5,4,18,67,90.49
8,63,4,6,6,83,97.82
7,68,8,5,18,39,99.18
8,99,7,2,6,57,100.0
4,42,5,2,2,36,55.11
3,55,9,9,20,45,76.41
1,92,6,3,15,72,74.11
2,64,7,9,19,88,100.0
5,67,5,1,20,82,100.0
11,47,6,11,12,92,100.0
2,41,6,5,17,69,85.94
6,56,4,8,10,85,100.0
11,40,9,1,8,64,100.0
8,75,7,1,2,77,97.42
7,47,7,6,12,74,100.0
11,45,6,11,5,51,79.02
2,45,5,6,3,73,60.32
9,53,6,4,14,54,83.68
6,47,4,6,8,70,64.58
6,46,9,7,6,91,92.32
1,91,8,4,11,45,71.97
10,54,5,9,4,62,100.0
3,56,7,8,12,48,68.69
11,92,4,2,18,52,100.0
3,53,8,4,5,87,92.11
2,88,6,7,4,86,85.59
5,82,8,5,17,70,100.0
10,53,9,10,7,79,100.0
1,91,7,7,17,61,70.68
7,82,7,7,16,80,100.0
11,76,5,1,17,47,100.0
11,73,4,11,10,52,100.0
7,48,4,6,6,86,82.76
10,99,9,7,4,62,100.0
8,56,8,8,20,76,100.0
10,92,8,6,5,86,100.0
3,96,7,5,19,50,100.0
10,81,9,1,10,62,100.0
11,74,7,6,7,57,100.0
4,88,9,8,19,82,95.49
10,44,5,7,2,69,71.25
4,42,4,6,1,63,65.5
5,78,7,5,8,76,91.85
6,98,4,10,10,80,94.26
3,48,5,7,4,59,62.79
7,40,9,1,9,37,64.96
10,41,9,11,2,63,74.94
6,55,6,3,17,47,83.95
2,41,4,8,0,86,55.09
1,45,9,10,1,66,58.57
11,54,8,3,1,45,94.23
9,88,7,8,2,77,98.65
5,42,9,11,18,62,76.18
1,86,8,1,4,78,91.65
1,49,6,7,19,38,68.17
10,52,4,6,9,39,89.36
8,85,9,4,17,52,100.0
4,61,5,2,15,83,95.95
1,80,6,2,7,59,90.65
2,71,7,3,3,73,61.43
11,81,5,9,18,72,100.0
2,63,5,5,20,61,89.91
5,65,8,6,18,42,98.53
2,53,5,1,7,80,71.8
1,49,7,1,17,86,82.29
11,93,9,10,1,59,95.72
1,95,6,8,13,76,73.47
9,41,5,1,5,46,81.61
11,62,4,3,6,77,100.0
8,41,8,8,16,59,94.51
7,67,8,10,11,72,87.86
11,45,6,7,8,78,100.0
2,40,9,4,19,37,90.17
1,76,6,10,11,93,100.0
6,79,6,5,20,40,100.0
2,58,8,8,8,37,64.59
2,57,5,1,13,84,87.78
5,56,5,8,1,88,75.57
6,45,6,7,1,57,68.88
9,80,9,10,5,51,79.24
5,55,8,7,10,75,84.84
4,48,4,8,19,48,61.96
9,53,5,9,20,52,100.0
3,54,6,8,5,72,66.79
3,84,4,4,19,90,95.8
9,81,5,4,18,36,100.0
11,57,5,2,14,55,100.0
2,51,6,8,1,42,72.61
4,83,5,2,17,56,75.25
9,91,7,3,14,68,100.0
5,96,6,8,3,44,88.15
3,92,9,4,17,92,100.0
6,58,6,3,11,94,78.59
4,70,8,7,20,36,84.76
6,65,8,3,11,84,100.0
6,78,7,10,9,41,88.12
10,95,4,8,14,46,100.0
8,54,5,4,20,51,100.0
5,47,4,7,5,93,91.93
6,49,7,1,15,70,100.0
10,99,7,2,2,90,100.0
5,96,9,5,1,88,100.0
6,79,6,6,8,61,95.21
6,77,5,10,20,82,100.0
8,98,8,10,7,91,100.0
8,90,9,3,6,71,100.0
1,56,4,11,8,37,46.81
11,68,5,7,4,40,79.91
4,53,6,9,8,70,78.23
3,74,9,6,1,63,73.96
9,78,7,4,16,86,100.0
3,42,6,5,18,51,69.14
3,68,9,5,9,88,87.28
6,89,6,7,13,40,100.0
7,62,6,1,16,71,100.0
2,62,4,3,9,48,69.97
3,56,7,10,19,50,100.0
6,76,5,3,7,79,89.99
11,77,8,1,10,67,100.0
5,99,6,8,12,52,100.0
4,44,9,8,5,39,70.15
1,51,7,4,17,59,71.2
7,67,4,5,3,46,64.2
2,60,8,10,18,39,60.96
2,76,5,1,9,58,86.31
5,63,7,1,1,55,84.9
5,41,4,11,2,64,70.67
3,58,4,8,3,55,65.89
3,96,7,4,15,83,100.0
6,99,4,2,18,90,100.0
6,67,5,11,9,61,77.0
8,53,5,9,15,63,81.41
10,69,8,10,12,64,100.0
11,98,4,7,10,56,100.0
1,90,6,1,16,75,88.44
6,54,4,7,17,38,71.72
6,55,6,4,15,78,100.0
8,97,5,3,15,40,100.0
5,63,4,8,19,92,100.0
5,61,6,9,11,57,100.0
3,44,9,9,20,35,79.54
11,83,6,3,14,78,100.0
9,75,4,2,5,58,93.65
4,50,5,6,9,74,74.58
11,60,7,4,9,52,100.0
11,90,8,9,14,71,100.0
8,49,9,1,15,71,100.0
4,42,6,2,1,35,55.98
4,68,8,2,20,70,100.0
4,70,6,1,12,66,85.64
3,47,7,9,3,65,60.15
2,74,8,5,1,89,92.86
8,89,5,11,5,73,89.19
8,91,6,2,10,38,95.62
3,86,6,7,10,75,90.58
8,46,7,2,2,64,96.77
10,91,9,5,20,59,100.0
10,74,6,10,0,65,100.0
10,73,4,10,17,51,99.56
11,62,4,1,20,38,100.0
9,58,7,6,11,75,100.0
6,68,7,3,5,41,80.94
3,58,5,7,20,44,85.94
10,66,4,1,5,63,87.89
11,99,4,11,12,70,100.0
8,77,6,6,5,52,96.6
9,45,6,6,6,44,99.41
8,81,4,3,15,82,100.0
2,63,8,5,8,48,93.54
6,69,8,1,16,43,100.0
1,49,7,4,10,76,64.86
11,64,6,3,2,42,98.2
2,91,7,4,18,83,100.0
1,53,4,5,6,49,46.68
10,98,6,7,0,74,100.0
5,48,7,10,2,55,41.0
7,73,7,3,14,38,99.92
2,67,7,3,8,47,51.1
3,97,9,5,5,80,96.42
10,54,8,9,19,39,100.0
4,71,9,4,18,89,100.0
1,83,8,8,0,63,46.17
6,75,5,9,20,77,100.0
9,73,7,6,0,36,99.72
11,86,4,11,0,57,84.04
7,87,7,8,9,91,100.0
7,64,4,4,19,44,78.82
4,57,9,4,4,61,85.95
6,62,5,7,17,73,84.96
10,77,8,11,11,70,81.31
11,88,8,9,2,81,100.0
7,61,4,11,6,50,76.1
1,92,7,11,2,53,45.94
9,70,6,9,9,78,98.1
9,41,6,9,14,71,98.07
9,87,9,9,5,84,100.0
10,50,8,11,8,73,100.0
1,83,7,10,16,81,94.5
8,93,9,11,20,58,100.0
11,84,5,7,4,73,85.71
7,90,6,8,0,85,100.0
8,92,8,11,15,78,100.0
11,76,5,10,1,65,80.09
3,71,7,3,7,54,88.12
5,60,8,9,10,72,97.86
4,55,9,3,5,71,65.99
6,48,9,7,4,66,74.74
2,89,7,7,17,48,88.97
4,67,6,1,12,66,99.22
2,81,6,11,20,78,81.4
7,53,9,6,15,86,100.0
2,68,8,1,0,43,41.68
10,64,7,8,3,85,86.77
6,70,4,2,9,82,92.96
11,44,4,3,10,78,100.0
2,55,9,9,14,65,74.15
10,79,8,11,5,60,100.0
4,98,9,6,13,54,100.0
9,91,6,1,17,71,100.0
8,72,8,2,5,78,100.0
11,100,4,3,15,61,100.0
11,65,4,11,14,92,100.0
8,67,9,9,20,38,98.72
5,77,8,6,15,88,100.0
6,83,9,5,20,45,69.28
6,81,7,9,18,52,100.0
11,78,4,2,3,49,90.18
8,75,5,8,15,89,100.0
7,73,8,5,11,43,90.71
5,70,7,9,11,60,76.84
3,77,9,9,2,54,73.2
4,58,4,8,14,63,81.55
3,99,6,4,9,84,98.9
9,74,7,6,12,84,100.0
10,84,5,10,4,87,100.0
5,57,6,7,15,78,95.19
10,88,9,10,3,94,100.0
11,69,4,2,6,79,100.0
4,100,9,2,9,57,95.49
7,70,9,3,1,51,82.35
9,81,6,7,4,61,85.66
2,76,8,1,3,61,94.12
4,98,7,2,4,79,99.7
5,40,7,5,9,76,85.23
10,72,8,7,6,64,100.0
11,79,5,8,9,63,100.0
6,40,6,5,11,82,100.0
3,82,7,5,12,83,98.95
2,76,8,3,6,63,69.9
6,79,7,3,4,64,100.0
4,79,6,9,13,64,80.61
6,40,8,9,17,95,100.0
5,73,8,5,17,47,82.71
3,93,7,9,7,41,73.55
2,96,7,1,14,55,84.36
2,60,4,10,6,84,51.8
10,42,4,4,0,46,81.99
8,52,8,7,15,59,100.0
4,78,6,9,10,44,53.56
4,73,7,8,19,79,100.0
11,55,5,7,1,88,88.54
5,77,5,10,18,46,78.55
8,63,4,9,4,42,55.68
5,85,6,3,20,77,100.0
5,57,5,8,9,56,69.04
2,61,5,7,19,61,100.0
7,41,4,10,15,55,69.92
10,68,9,6,6,90,97.1
11,60,5,5,4,84,100.0
11,99,9,6,16,75,100.0
2,85,8,11,1,89,99.47
6,43,8,9,2,58,63.64
11,92,9,11,10,49,100.0
10,72,4,8,13,48,84.41
11,60,8,9,7,55,100.0
8,44,9,7,5,66,100.0
5,49,4,10,18,87,91.61
4,41,6,11,20,39,92.66
9,86,6,5,7,86,90.47
2,40,8,2,6,59,68.67
9,94,7,11,2,35,75.61
3,84,8,5,14,71,100.0
9,100,6,9,11,69,100.0
10,76,4,11,15,47,100.0
5,89,5,7,8,38,61.92
4,76,5,4,12,54,93.75
2,41,5,6,14,56,70.5
7,64,6,5,11,52,90.95
10,89,4,9,1,68,100.0
10,40,4,11,9,50,98.12
2,92,9,1,8,83,91.01
6,49,5,5,19,58,70.56
3,52,4,8,18,48,68.81
6,75,9,7,7,38,79.28
11,76,9,9,4,43,90.33
6,48,5,8,9,56,70.35
9,74,4,4,13,70,100.0
4,75,6,1,2,48,52.53
9,89,9,9,14,73,100.0
1,86,7,9,8,67,95.11
8,48,5,7,20,71,96.74
1,59,6,10,17,91,98.71
11,91,6,10,3,45,92.6
1,83,4,5,18,38,62.74
10,43,9,9,8,35,92.89
2,85,7,3,0,55,64.2
5,56,7,7,7,74,80.34
3,90,7,7,20,59,94.31
3,90,5,1,17,71,93.18
10,87,6,2,17,47,100.0
6,78,9,6,10,92,100.0
11,54,5,5,6,40,93.61
10,98,6,11,20,85,100.0
11,57,7,10,18,92,100.0
6,84,5,2,10,66,77.88
3,47,7,6,10,95,79.69
7,65,6,8,16,59,100.0
6,81,4,2,2,74,95.17
7,83,4,1,8,92,100.0
11,51,5,4,13,83,100.0
3,57,4,1,4,71,59.66
2,57,7,5,3,53,56.81
1,59,9,7,5,64,94.32
2,96,9,2,15,74,97.17
5,64,8,4,3,88,81.45
4,50,7,11,19,93,94.38
7,81,7,3,16,72,100.0
6,58,5,7,9,67,87.05
4,65,5,5,1,74,59.7
8,71,6,3,20,90,100.0
9,55,9,1,12,81,100.0
2,96,6,11,20,87,95.98
6,49,5,1,17,39,87.39
4,68,4,8,0,52,49.07
11,99,9,7,7,91,100.0
2,89,5,1,3,48,94.15
2,76,4,2,14,65,84.27
4,84,7,9,19,55,87.55
6,57,8,9,3,63,68.84
1,42,5,9,12,47,36.42
3,88,9,4,2,63,75.25
10,97,6,6,5,66,100.0
7,75,9,2,13,86,100.0
8,51,9,1,13,78,100.0
6,41,6,11,12,64,81.9
4,73,4,1,0,64,70.1
10,98,9,3,13,88,100.0
10,91,8,5,3,81,100.0
4,40,7,1,16,56,81.57
10,71,6,8,6,79,100.0
5,50,4,11,19,51,71.26
5,87,5,8,18,82,100.0
1,46,4,6,0,63,39.06
7,51,8,2,8,87,100.0
10,70,7,3,15,46,99.2
3,53,6,1,1,42,73.94
6,83,4,10,16,71,100.0
1,59,7,5,5,60,67.22
6,77,5,9,17,58,84.03
2,87,5,3,19,55,78.75
5,83,5,2,0,66,93.99
7,88,4,1,15,69,100.0
9,47,7,1,9,88,95.07
2,97,4,11,9,53,60.98
5,74,6,3,1,87,80.62
2,94,5,7,12,60,79.56
2,58,7,7,11,65,60.81
3,60,9,8,17,84,100.0
9,98,7,10,6,61,87.86
7,55,6,9,10,73,91.2
6,43,5,9,7,41,44.67
7,90,6,3,20,39,100.0
3,68,4,6,20,80,100.0
1,81,9,5,7,49,79.78
3,44,6,6,16,95,91.97
3,60,4,1,8,52,67.99
3,68,7,8,5,55,73.89
1,43,5,4,17,65,82.53
8,63,8,3,10,69,100.0
9,61,9,3,2,74,100.0
5,82,5,3,6,47,70.55
2,57,5,9,14,74,61.32
7,78,5,3,17,60,95.41
2,44,9,10,18,78,70.08
9,70,4,5,17,75,100.0
11,87,7,10,10,57,100.0
11,61,5,7,16,75,100.0
5,100,9,1,14,57,100.0
10,97,4,3,1,74,94.74
4,54,5,8,19,91,97.69
6,94,5,3,6,48,91.3
4,57,6,4,17,79,86.76
6,47,6,6,11,81,98.2
7,97,8,8,2,43,82.39
1,49,4,5,18,60,67.41
7,54,9,10,4,78,100.0
5,50,8,7,4,59,76.81
6,62,4,3,2,84,78.96
6,63,7,11,3,85,81.9
8,77,8,10,19,42,100.0
6,41,9,3,12,39,69.34
6,60,8,10,4,39,66.88
6,69,7,6,6,47,78.38
2,98,7,10,15,88,96.66
5,60,6,10,5,42,58.13
9,41,9,5,13,60,100.0
3,87,6,7,11,38,75.64
8,77,9,9,14,47,100.0
2,58,8,6,15,77,97.49
9,83,8,2,9,80,100.0
2,44,7,10,3,88,59.97
2,56,6,6,18,88,90.69
10,88,5,5,18,37,100.0
6,56,9,11,7,74,86.98
6,91,6,2,5,81,100.0
2,79,8,4,3,90,86.7
6,74,6,7,7,91,84.16
5,69,8,6,6,45,73.69
10,72,6,3,13,66,100.0
7,78,4,2,7,90,100.0
4,64,9,8,0,38,58.48
4,90,9,1,15,64,100.0
2,62,9,6,7,64,84.37
5,91,5,2,10,39,95.92
9,74,6,11,20,64,94.62
7,52,8,7,18,58,95.91
11,80,9,1,6,64,100.0
4,81,5,10,20,38,82.18
8,65,4,4,3,74,80.3
10,92,7,3,11,91,100.0
7,48,5,4,1,39,74.99
3,51,6,10,10,46,64.94
4,98,4,2,3,60,65.9
7,73,9,4,8,36,77.2
11,51,8,4,18,43,100.0
10,84,9,1,19,73,100.0
5,54,5,1,20,68,100.0
6,81,9,1,19,71,100.0
9,65,6,5,2,61,63.91
11,64,9,6,7,55,100.0
8,43,9,1,1,86,94.51
10,58,8,6,14,72,100.0
6,91,4,7,18,43,100.0
10,51,8,8,15,49,100.0
4,43,6,11,15,89,91.45
1,84,4,11,16,38,55.78
2,41,4,9,14,85,53.84
8,86,8,6,14,91,100.0
2,58,4,3,6,57,65.68
6,64,5,8,10,90,91.93
3,86,8,5,14,62,100.0
11,76,6,6,0,57,87.14
8,62,4,3,16,66,100.0
8,95,9,10,7,56,100.0
6,51,8,11,1,46,60.35
7,56,8,9,20,82,100.0
1,91,8,3,5,37,60.29
3,64,4,8,10,79,75.83
2,75,4,9,19,41,73.36
10,44,7,2,6,38,85.02
9,94,6,9,5,68,86.55
1,50,4,10,14,44,39.63
4,59,6,7,5,67,61.49
10,48,8,11,20,50,100.0
7,92,4,7,18,44,85.69
4,99,4,1,12,54,98.79
4,60,9,2,20,69,100.0
9,91,6,3,15,35,100.0
11,68,4,9,10,72,100.0
4,84,7,3,12,54,100.0
6,68,6,4,16,86,97.3
2,84,5,7,16,46,57.61
3,72,9,7,19,35,76.84
9,85,4,5,14,87,100.0
1,91,7,7,10,58,89.85
2,68,9,9,5,45,60.01
3,63,9,2,4,62,88.43
2,66,8,7,16,79,98.64
4,88,9,4,12,44,87.58
8,81,9,7,18,35,100.0
7,70,8,1,18,49,100.0
7,43,5,4,10,88,98.41
11,70,5,9,13,63,100.0
3,66,8,10,16,90,79.12
1,92,8,5,8,73,85.26
10,49,5,3,15,35,100.0
10,55,9,5,14,92,100.0
9,79,4,2,13,56,100.0
5,88,4,7,12,51,91.8
8,82,6,10,10,56,87.86
3,58,6,1,1,39,58.42
10,44,7,9,16,48,88.5
9,64,8,11,3,91,100.0
3,81,4,6,9,68,78.93
10,54,5,6,1,73,93.97
4,74,5,4,4,70,65.3
6,60,5,10,12,74,100.0
2,63,7,1,13,73,100.0
2,77,5,11,9,45,56.78
11,95,6,7,20,58,100.0
6,55,8,9,20,61,100.0
9,54,6,1,0,47,74.2
4,48,4,10,3,89,70.1
10,52,4,9,13,59,100.0
1,63,9,8,1,66,61.3
7,92,4,8,8,52,92.66
2,86,9,11,10,64,71.51
2,95,9,9,13,68,92.64
2,57,5,4,8,44,68.11
3,87,6,6,2,93,100.0
7,71,9,3,15,79,100.0
6,71,7,9,7,44,73.22
6,42,4,11,3,84,68.8
1,47,5,6,20,39,54.72
3,70,5,4,17,57,89.22
1,82,5,1,7,76,74.73
4,90,4,9,8,47,50.03
9,87,6,1,9,78,100.0
10,46,8,1,16,71,100.0
7,76,4,6,16,84,100.0
8,47,7,1,3,66,84.75
5,91,8,9,2,83,93.58
1,86,6,1,20,95,100.0
9,85,4,3,13,86,100.0
7,84,8,3,2,47,87.3
9,45,4,8,19,61,94.76
4,100,5,5,10,91,99.91
3,45,7,1,11,44,68.92
2,46,9,10,17,64,68.76
10,50,7,7,3,56,93.39
8,41,7,1,2,54,72.36
10,64,7,5,15,81,100.0
10,92,4,5,3,82,100.0
2,56,5,3,17,46,65.66
11,95,9,5,1,70,99.8
2,75,7,5,4,76,79.85
9,87,8,3,6,89,100.0
2,80,9,2,6,68,67.12
7,61,8,5,9,84,78.51
2,41,5,5,16,71,70.95
9,52,5,7,15,80,100.0
10,51,7,7,13,55,100.0
8,95,5,2,16,50,100.0
5,58,8,11,5,75,59.59
10,100,9,9,14,35,100.0
3,92,8,8,7,73,84.9
5,95,4,9,12,48,73.89
7,79,9,6,11,88,100.0
11,52,6,8,3,89,100.0
7,64,9,6,9,46,83.31
5,56,6,10,9,53,68.14
7,61,6,3,3,48,87.95
7,73,9,3,4,63,100.0
9,91,9,5,17,42,100.0
3,57,7,6,15,91,83.52
1,44,6,8,4,85,57.63
11,58,6,9,12,54,100.0
8,80,6,11,14,87,97.61
9,42,6,8,3,59,67.12
2,44,8,9,10,55,64.34
3,91,9,2,10,58,100.0
7,76,5,6,13,46,91.61
9,91,9,9,3,84,87.54
6,66,7,2,7,49,79.36
8,66,4,4,9,87,100.0
3,84,7,6,9,81,98.01
2,97,8,2,8,95,83.25
8,46,4,10,9,83,92.47
2,85,9,7,3,85,79.22
10,99,5,7,3,76,100.0
5,58,8,1,19,67,100.0
2,78,5,10,16,70,88.02
11,65,7,10,3,61,97.27
7,60,7,11,1,67,82.94
1,93,9,10,13,37,74.64
11,85,8,2,19,82,100.0
7,84,8,8,17,45,100.0
3,46,7,10,8,47,37.72
5,94,6,5,15,68,100.0
8,83,7,6,0,76,87.44
1,97,6,1,3,47,64.7
4,55,5,10,7,66,72.39
8,60,7,2,3,36,75.05
3,64,8,10,12,42,85.81
6,76,5,6,6,62,73.44
8,70,8,11,11,79,100.0
9,41,5,11,8,70,93.18
7,49,7,9,15,58,79.51
2,78,9,9,14,95,100.0
8,90,5,1,18,50,100.0
7,45,4,6,14,94,79.05
4,82,9,8,20,51,99.22
2,88,7,6,15,40,82.6
2,67,8,8,5,65,81.81
7,70,8,3,1,76,98.86
11,71,4,8,3,59,86.75
3,49,4,11,5,39,38.61
4,60,5,3,0,58,75.06
7,62,7,1,10,56,100.0
2,42,5,5,17,56,75.32
6,42,4,9,10,56,71.23
2,92,8,2,17,84,100.0
3,84,6,6,14,87,100.0
8,40,4,5,15,89,100.0
3,52,5,3,11,81,81.67
10,81,6,9,6,79,99.16
5,97,4,5,12,35,60.29
10,44,4,3,19,53,100.0
3,77,5,8,20,36,77.12
1,44,6,1,4,40,49.41
4,90,6,9,9,60,86.37
1,68,8,8,6,56,69.34
7,87,5,4,20,50,100.0
2,50,8,9,4,66,61.84
8,83,6,7,18,39,100.0
8,65,5,10,14,71,95.79
6,48,5,3,13,59,81.27
10,71,4,9,5,84,93.27
9,97,9,1,10,40,95.44
10,68,5,6,17,88,100.0
1,55,7,4,20,40,78.76
3,54,5,10,20,36,75.79
5,87,8,10,6,41,75.87
5,57,4,7,2,77,79.54
7,68,8,6,17,59,93.52
6,42,7,8,7,49,67.09
11,63,6,1,15,38,100.0
7,56,5,10,8,67,72.91
8,99,9,3,2,86,100.0
3,42,6,5,20,42,92.16
6,85,8,8,11,89,100.0
7,87,4,8,0,62,75.24
11,66,7,5,2,50,97.2
6,97,9,3,10,61,82.94
10,51,5,11,14,60,91.22
2,41,5,3,18,95,82.02
11,95,7,11,10,72,100.0
7,97,8,10,11,72,100.0
10,59,8,2,4,37,93.04
8,53,9,1,0,45,94.75
6,80,5,6,3,54,69.72
10,94,5,5,4,92,100.0
3,43,7,6,17,87,80.28
2,62,5,11,5,92,64.87
8,79,7,5,19,72,100.0
7,59,6,11,17,58,100.0
6,64,6,2,5,90,100.0
7,93,4,4,17,64,100.0
10,85,5,3,1,90,100.0
2,65,9,10,10,78,68.42
3,56,6,3,17,93,99.94
6,74,7,8,6,76,88.37
6,94,4,6,15,83,100.0
11,74,4,5,11,38,82.57
6,90,8,10,9,86,100.0
9,58,7,5,13,44,97.82
2,46,4,1,3,75,67.21
6,61,8,3,6,57,78.9
5,65,6,6,16,42,97.94
11,80,8,9,19,66,100.0
8,78,5,11,3,44,77.15
9,77,8,3,5,86,100.0
2,58,8,6,13,52,75.34
11,93,6,7,20,55,100.0
7,46,8,2,7,78,90.74
1,46,6,4,7,91,69.55
6,63,6,5,9,62,70.37
11,80,6,9,3,79,100.0
9,92,5,7,7,78,100.0
5,90,8,8,14,67,100.0
7,97,5,11,11,88,97.95
4,55,9,6,1,80,72.25
7,75,5,4,13,73,100.0
4,80,9,6,1,66,100.0
9,48,9,9,15,90,100.0
6,71,4,1,18,84,100.0
7,58,4,7,6,82,77.41
6,61,8,7,15,71,93.39
7,100,9,5,2,41,70.91
2,41,4,10,15,88,80.65
1,74,9,11,20,65,96.04
6,98,5,5,10,46,100.0
7,93,9,7,17,42,100.0
9,83,4,3,0,58,81.48
4,52,6,7,7,93,74.05
7,57,4,3,13,94,100.0
6,45,5,5,15,73,94.98
11,68,5,1,13,89,100.0
7,70,4,6,17,47,86.68
3,47,5,11,16,46,59.52
6,40,8,3,8,87,100.0
7,66,7,6,19,77,100.0
6,87,5,9,17,66,100.0
10,67,9,7,20,45,100.0
9,43,7,4,6,42,86.8
5,75,9,4,12,83,100.0
10,74,8,10,15,40,100.0
4,86,7,8,14,71,98.29
6,59,4,11,0,59,69.06
8,99,7,5,8,66,100.0
5,76,8,10,12,39,73.74
3,83,4,10,4,62,68.25
4,63,4,5,11,45,64.63
3,65,7,8,3,72,65.13
9,88,4,1,10,73,100.0
1,50,4,5,13,60,53.31
1,43,4,5,20,67,80.36
11,81,9,6,0,85,100.0
1,91,7,4,20,58,100.0
10,75,9,4,7,76,96.55
7,85,9,1,20,57,100.0
5,65,5,4,2,38,84.19
9,47,9,6,2,62,100.0
5,58,8,6,12,89,98.04
2,98,9,11,13,65,76.59
11,52,4,8,3,54,81.88
5,48,4,8,9,64,68.05
8,86,9,2,1,43,83.96
11,78,8,3,9,86,100.0
7,66,9,1,17,67,100.0
11,56,6,11,1,87,91.79
4,65,9,8,18,62,85.35
2,100,6,1,17,66,100.0
2,60,6,4,10,86,74.91
8,70,7,2,17,68,100.0
8,51,9,1,14,81,100.0
7,88,7,1,19,79,100.0
8,82,5,10,12,50,100.0
2,53,6,11,15,50,66.21
1,90,9,1,4,56,81.56
6,49,8,4,19,47,100.0
6,68,5,7,0,76,78.33
